Index,Difficulty Level,Words,Description,WOC_2021,SOW_2021,WOC_2020,SOW_2020
4094,ONE,candles,stick of wax with a wick in the middle,0,0,1,1
4095,ONE,grub,informal terms for a meal,0,0,1,1
4096,ONE,understand,know and comprehend the nature or meaning of,0,0,1,1
4097,ONE,finish,a decorative texture or appearance of a surface (or the substance that gives it that appearance),0,0,1,1
4098,ONE,pardon,the act of excusing a mistake or offense,0,0,1,1
4099,ONE,onshore,(of winds) coming from the sea toward the land,0,0,1,1
4100,ONE,brim,the top edge of a vessel or other container,0,0,1,1
4101,ONE,hook,a catch for locking a door,0,0,1,1
4102,ONE,sound,the particular auditory effect produced by a given cause,0,0,1,1
4103,ONE,cheer,a cry or shout of approval,0,0,1,1
4104,ONE,shake,building material used as siding or roofing,0,0,1,1
4105,ONE,stunts,a difficult or unusual or dangerous feat; usually done to gain attention,0,0,1,1
4106,ONE,plot,a secret scheme to do something (especially something underhand or illegal),0,0,1,1
4107,ONE,number,the property possessed by a sum or total or indefinite quantity of units or individuals,0,0,1,1
4108,ONE,benches,a long seat for more than one person,0,0,1,1
4109,ONE,twisty,marked by repeated turns and bends,0,0,1,1
4110,ONE,kiddo,Undefined,0,0,1,1
4111,ONE,deny,declare untrue; contradict,0,0,1,1
4112,ONE,desk,a piece of furniture with a writing surface and usually drawers or other compartments,0,0,1,1
4113,ONE,cooking,the act of preparing something (as food) by the application of heat,0,0,1,1
4114,ONE,shrugged,raise one's shoulders to indicate indifference or resignation,0,0,1,1
4115,ONE,chips,strips of potato fried in deep fat,0,0,1,1
4116,ONE,proof,any factual evidence that helps to establish the truth of something,0,0,1,1
4117,ONE,jolly,a happy party,0,0,1,1
4118,ONE,bobcat,small lynx of North America,0,0,1,1
4119,ONE,amazed,affect with wonder,0,0,1,1
4120,ONE,still,a static photograph (especially one taken from a movie and used for advertising purposes),0,0,1,1
4121,ONE,scoop,the quantity a scoop will hold,0,0,1,1
4122,ONE,gorp,Undefined,0,0,1,1
4123,ONE,powder,a solid substance in the form of tiny loose particles; a solid that has been pulverized,0,0,1,1
4124,ONE,polo,Venetian traveler who explored Asia in the 13th century and served Kublai Khan (1254-1324),0,0,1,1
4125,ONE,collect,a short prayer generally preceding the lesson in the Church of Rome or the Church of England,0,0,1,1
4126,ONE,pranks,acting like a clown or buffoon,0,0,1,1
4127,ONE,rover,someone who leads a wandering unsettled life,0,0,1,1
4128,ONE,town,an urban area with a fixed boundary that is smaller than a city,0,0,1,1
4129,ONE,walnut,nut of any of various walnut trees having a wrinkled two-lobed seed with a hard shell,0,0,1,1
4130,ONE,roller,a grounder that rolls along the infield,0,0,1,1
4131,ONE,local,public transport consisting of a bus or train that stops at all stations or stops,0,0,1,1
4132,ONE,smiled,"change one's facial expression by spreading the lips, often to signal pleasure",0,0,1,1
4133,ONE,forgive,stop blaming or grant forgiveness,0,0,1,1
4134,ONE,bingo,a game in which numbered balls are drawn at random and players cover the corresponding numbers on their cards,0,0,1,1
4135,ONE,sawdust,fine particles of wood made by sawing wood,0,0,1,1
4136,ONE,stark,devoid of any qualifications or disguise or adornment,0,0,1,1
4137,ONE,proper,marked by suitability or rightness or appropriateness,0,0,1,1
4138,ONE,peach,cultivated in temperate regions,0,0,1,1
4139,ONE,ribbon,any long object resembling a thin line,0,0,1,1
4140,ONE,clever,showing self-interest and shrewdness in dealing with others,0,0,1,1
4141,ONE,flustered,be flustered; behave in a confused manner,0,0,1,1
4142,ONE,drum,a musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end,0,0,1,1
4143,ONE,basement,the lowermost portion of a structure partly or wholly below ground level; often used for storage,0,0,1,1
4144,ONE,pie,dish baked in pastry-lined pan often with a pastry top,0,0,1,1
4145,ONE,shoo,drive away by crying `shoo!',0,0,1,1
4146,ONE,inside,the region that is inside of something,0,0,1,1
4147,ONE,barber,United States composer (1910-1981),0,0,1,1
4148,ONE,snarl,a vicious angry growl,0,0,1,1
4149,ONE,ripple,a small wave on the surface of a liquid,0,0,1,1
4150,ONE,size,the physical magnitude of something (how big it is),0,0,1,1
4151,ONE,greedy,immoderately desirous of acquiring e.g. wealth,0,0,1,1
4152,ONE,reply,a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation,0,0,1,1
4153,ONE,chimes,a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument,0,0,1,1
4154,ONE,argue,present reasons and arguments,0,0,1,1
4155,ONE,feats,a notable achievement,0,0,1,1
4156,ONE,hall,an interior passage or corridor onto which rooms open,0,0,1,1
4157,ONE,beam,a signal transmitted along a narrow path; guides airplane pilots in darkness or bad weather,0,0,1,1
4158,ONE,frozen,stop moving or become immobilized,0,0,1,1
4159,ONE,cabin,small room on a ship or boat where people sleep,0,0,1,1
4160,ONE,loppers,a long-handled pruning saw with a curved blade at the end and sometimes a clipper; used to prune small trees,0,0,1,1
4161,ONE,plumbing,utility consisting of the pipes and fixtures for the distribution of water or gas in a building and for the disposal of sewage,0,0,1,1
4162,ONE,jangled,make a sound typical of metallic objects,0,0,1,1
4163,ONE,crew,"the men and women who man a vehicle (ship, aircraft, etc.)",0,0,1,1
4164,ONE,special,a special offering (usually temporary and at a reduced price) that is featured in advertising,0,0,1,1
4165,ONE,faint,a spontaneous loss of consciousness caused by insufficient blood to the brain,0,0,1,1
4166,ONE,petal,part of the perianth that is usually brightly colored,0,0,1,1
4167,ONE,stubborn,tenaciously unwilling or marked by tenacious unwillingness to yield,0,0,1,1
4168,ONE,chain,a series of things depending on each other as if linked together,0,0,1,1
4169,ONE,crate,a rugged box (usually made of wood); used for shipping,0,0,1,1
4170,ONE,film,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement,0,0,1,1
4171,ONE,manger,a container (usually in a barn or stable) from which cattle or horses feed,0,0,1,1
4172,ONE,giant,any creature of exceptional size,0,0,1,1
4173,ONE,adrift,aimlessly drifting,0,0,1,1
4174,ONE,workhorse,machine that performs dependably under heavy use,0,0,1,1
4175,ONE,hotel,a building where travelers can pay for lodging and meals and other services,0,0,1,1
4176,ONE,results,a phenomenon that follows and is caused by some previous phenomenon,0,0,1,1
4177,ONE,peppermint,herb with downy leaves and small purple or white flowers that yields a pungent oil used as a flavoring,0,0,1,1
4178,ONE,sniffle,the act of breathing heavily through the nose (as when the nose is congested),0,0,1,1
4179,ONE,sweeten,make sweeter in taste,0,0,1,1
4180,ONE,antennas,an electrical device that sends or receives radio or television signals,0,0,1,1
4181,ONE,stray,an animal that has strayed (especially a domestic animal),0,0,1,1
4182,ONE,soda,a sodium salt of carbonic acid; used in making soap powders and glass and paper,0,0,1,1
4183,ONE,broth,liquid in which meat and vegetables are simmered; used as a basis for e.g. soups or sauces,0,0,1,1
4184,ONE,mouth,the opening through which food is taken in and vocalizations emerge,0,0,1,1
4185,ONE,neon,a colorless odorless gaseous element that give a red glow in a vacuum tube; one of the six inert gasses; occurs in the air in small amounts,0,0,1,1
4186,ONE,honest,not disposed to cheat or defraud; not deceptive or fraudulent,0,0,1,1
4187,ONE,fragrance,a distinctive odor that is pleasant,0,0,1,0
4188,ONE,jamboree,a gay festivity,0,0,1,0
4189,ONE,dollars,the basic monetary unit in many countries; equal to 100 cents,0,0,1,0
4190,ONE,deodorant,a toiletry applied to the skin in order to mask unpleasant odors,0,0,1,0
4191,ONE,skeleton,something reduced to its minimal form,0,0,1,0
4192,ONE,hospitality,kindness in welcoming guests or strangers,0,0,1,0
4193,ONE,dojo,Undefined,0,0,1,0
4194,ONE,weakness,a flaw or weak point,0,0,1,0
4195,ONE,necklace,jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women),0,0,1,0
4196,ONE,conductor,the person who leads a musical group,0,0,1,0
4197,ONE,priority,status established in order of importance or urgency,0,0,1,0
4198,ONE,explanation,a statement that makes something comprehensible by describing the relevant structure or operation or circumstances etc.,0,0,1,0
4199,ONE,garment,an article of clothing,0,0,1,0
4200,ONE,third,one of three equal parts of a divisible whole,0,0,1,0
4201,ONE,thimblerig,a swindling sleight-of-hand game; victim guesses which of three things a pellet is under,0,0,1,0
4202,ONE,ladybug,small round bright-colored and spotted beetle that usually feeds on aphids and other insect pests,0,0,1,0
4203,ONE,ovation,enthusiastic recognition (especially one accompanied by loud applause),0,0,1,0
4204,ONE,landmark,the position of a prominent or well-known object in a particular landscape,0,0,1,0
4205,ONE,bebop,an early form of modern jazz (originating around 1940),0,0,1,0
4206,ONE,sonar,a measuring instrument that sends out an acoustic pulse in water and measures distances in terms of the time for the echo of the pulse to return,0,0,1,0
4207,ONE,peerless,eminent beyond or above comparison,0,0,1,0
4208,ONE,nuisance,(law) a broad legal concept including anything that disturbs the reasonable use of your property or endangers life and health or is offensive,0,0,1,0
4209,ONE,beverage,any liquid suitable for drinking,0,0,1,0
4210,ONE,flute,a high-pitched woodwind instrument; a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown,0,0,1,0
4211,ONE,saga,a narrative telling the adventures of a hero or a family; originally (12th to 14th centuries) a story of the families that settled Iceland and their descendants but now any prose narrative that resembles such an account,0,0,1,0
4212,ONE,stench,a distinctive odor that is offensively unpleasant,0,0,1,0
4213,ONE,skateboard,a board with wheels that is ridden in a standing or crouching position and propelled by foot,0,0,1,0
4214,ONE,lookout,a person employed to keep watch for some anticipated event,0,0,1,0
4215,ONE,yarn,the act of giving an account describing incidents or a course of events,0,0,1,0
4216,ONE,manifesto,a public declaration of intentions (as issued by a political party or government),0,0,1,0
4217,ONE,blouse,a top worn by women,0,0,1,0
4218,ONE,hubbub,loud confused noise from many sources,0,0,1,0
4219,ONE,imitative,marked by or given to imitation,0,0,1,0
4220,ONE,relish,vigorous and enthusiastic enjoyment,0,0,1,0
4221,ONE,premium,payment for insurance,0,0,1,0
4222,ONE,famished,be hungry; go without food,0,0,1,0
4223,ONE,propaganda,information that is spread for the purpose of promoting some cause,0,0,1,0
4224,ONE,sinus,an abnormal passage leading from a suppurating cavity to the body surface,0,0,1,0
4225,ONE,ecotourism,tourism to exotic or threatened ecosystems to observe wildlife or to help preserve nature,0,0,1,0
4226,ONE,foxes,alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs,0,0,1,0
4227,ONE,trait,a distinguishing feature of your personal nature,0,0,1,0
4228,ONE,cancel,a notation cancelling a previous sharp or flat,0,0,1,0
4229,ONE,ragamuffin,a dirty shabbily clothed urchin,0,0,1,0
4230,ONE,swallow,a small amount of liquid food,0,0,1,0
4231,ONE,flooey,Undefined,0,0,1,0
4232,ONE,ingredient,a component of a mixture or compound,0,0,1,0
4233,ONE,recyclable,capable of being used again,0,0,1,0
4234,ONE,ginger,perennial plants having thick branching aromatic rhizomes and leafy reedlike stems,0,0,1,0
4235,ONE,generosity,the trait of being willing to give your money or time,0,0,1,0
4236,ONE,turnip,widely cultivated plant having a large fleshy edible white or yellow root,0,0,1,0
4237,ONE,lifetime,the period during which something is functional (as between birth and death),0,0,1,0
4238,ONE,religious,a member of a religious order who is bound by vows of poverty and chastity and obedience,0,0,1,0
4239,ONE,tirade,a speech of violent denunciation,0,0,1,0
4240,ONE,integrity,an undivided or unbroken completeness or totality with nothing wanting,0,0,1,0
4241,ONE,timidly,in a shy or timid or bashful manner,0,0,1,0
4242,ONE,materialize,come into being; become reality,0,0,1,0
4243,ONE,arcade,a covered passageway with shops and stalls on either side,0,0,1,0
4244,ONE,bargain,an agreement between parties (usually arrived at after discussion) fixing obligations of each,0,0,1,0
4245,ONE,winsome,charming in a childlike or naive way,0,0,1,0
4246,ONE,manufacture,the organized action of making of goods and services for sale,0,0,1,0
4247,ONE,around,in the area or vicinity,0,0,1,0
4248,ONE,trencher,someone who digs trenches,0,0,1,0
4249,ONE,bellyache,an ache localized in the stomach or abdominal region,0,0,1,0
4250,ONE,wan,a computer network that spans a wider area than does a local area network,0,0,1,0
4251,ONE,compilation,something that is compiled (as into a single book or file),0,0,1,0
4252,ONE,keyhole,the hole where a key is inserted,0,0,1,0
4253,ONE,faculty,one of the inherent cognitive or perceptual powers of the mind,0,0,1,0
4254,ONE,dandruff,a condition in which white scales of dead skin are shed by the scalp,0,0,1,0
4255,ONE,seldom,not often,0,0,1,0
4256,ONE,spelunker,a person who explores caves,0,0,1,0
4257,ONE,widget,something unspecified whose name is either forgotten or not known,0,0,1,0
4258,ONE,impostor,a person who makes deceitful pretenses,0,0,1,0
4259,ONE,major,a commissioned military officer in the United States Army or Air Force or Marines; below lieutenant colonel and above captain,0,0,1,0
4260,ONE,goblet,a drinking glass with a base and stem,0,0,1,0
4261,ONE,imposter,a person who makes deceitful pretenses,0,0,1,0
4262,ONE,methodology,the branch of philosophy that analyzes the principles and procedures of inquiry in a particular discipline,0,0,1,0
4263,ONE,gander,mature male goose,0,0,1,0
4264,ONE,glimpse,a quick look,0,0,1,0
4265,ONE,weevil,any of several families of mostly small beetles that feed on plants and plant products; especially snout beetles and seed beetles,0,0,1,0
4266,ONE,slipshod,marked by great carelessness,0,0,1,0
4267,ONE,magnate,a very wealthy or powerful businessman,0,0,1,0
4268,ONE,innermost,being deepest within the self,0,0,1,0
4269,ONE,pencil,a thin cylindrical pointed writing implement; a rod of marking substance encased in wood,0,0,1,0
4270,ONE,hangnail,a loose narrow strip of skin near the base of a fingernail; tearing it produces a painful sore that is easily infected,0,0,1,0
4271,ONE,aromatherapy,the therapeutic use of aromatic plant extracts and essential oils in baths or massage,0,0,1,0
4272,ONE,granola,cereal made of especially rolled oats with dried fruits and nuts and honey or brown sugar,0,0,1,0
4273,ONE,novelist,one who writes novels,0,0,1,0
4274,ONE,peekaboo,a game played with young children; you hide your face and suddenly reveal it as you say boo!,0,0,1,0
4275,ONE,monarch,a nation's ruler or head of state usually by hereditary right,0,0,1,0
4276,ONE,sourly,in a sour manner,0,0,1,0
4277,ONE,beckon,signal with the hands or nod,0,0,1,0
4278,ONE,jargon,a characteristic language of a particular group (as among thieves),0,0,1,0
4279,ONE,serpentine,resembling a serpent in form,0,0,1,0
4280,ONE,rhinestone,an imitation diamond made from rock crystal or glass or paste,0,0,1,0
4281,ONE,incendiary,a criminal who illegally sets fire to property,0,0,1,0
4282,ONE,whiff,a short light gust of air,0,0,1,0
4283,ONE,taco,(ethnic slur) offensive term for a person of Mexican descent,0,0,1,0
4284,ONE,mundane,found in the ordinary course of events; ; ; - Anita Diamant,0,0,1,0
4285,ONE,velcro,nylon fabric used as a fastening,0,0,1,0
4286,ONE,organic,a fertilizer that is derived from animal or vegetable matter,0,0,1,0
4287,ONE,melodramatic,having the excitement and emotional appeal of melodrama,0,0,1,0
4288,ONE,magnificent,characterized by grandeur,0,0,1,0
4289,ONE,award,a grant made by a law court,0,0,1,0
4290,ONE,mugwump,someone who bolted from the Republican Party during the U.S. presidential election of 1884,0,0,1,0
4291,ONE,sirloin,the portion of the loin (especially of beef) just in front of the rump,0,0,1,0
4292,ONE,flexible,capable of being changed,0,0,1,0
4293,ONE,parsley,annual or perennial herb with aromatic leaves,0,0,1,0
4294,ONE,rascal,a deceitful and unreliable scoundrel,0,0,1,0
4295,ONE,ravine,a deep narrow steep-sided valley (especially one formed by running water),0,0,1,0
4296,ONE,perplex,be a mystery or bewildering to,0,0,1,0
4297,ONE,qualitative,involving distinctions based on qualities,0,0,1,0
4298,ONE,sticky,having the sticky properties of an adhesive,0,0,1,0
4299,ONE,hamstring,one of the tendons at the back of the knee,0,0,1,0
4300,ONE,vacuum,the absence of matter,0,0,1,0
4301,ONE,reliable,worthy of reliance or trust,0,0,1,0
4302,ONE,snore,the rattling noise produced when snoring,0,0,1,0
4303,ONE,ladle,a spoon-shaped vessel with a long handle; frequently used to transfer liquids from one container to another,0,0,1,0
4304,ONE,surefire,Undefined,0,0,1,0
4305,ONE,enchantment,a feeling of great liking for something wonderful and unusual,0,0,1,0
4306,ONE,apple,fruit with red or yellow or green skin and sweet to tart crisp whitish flesh,0,0,1,0
4307,ONE,mellow,"soften, make mellow",0,0,1,0
4308,ONE,nacho,a tortilla chip topped with cheese and chili-pepper and broiled,0,0,1,0
4309,ONE,yankee,an American who lives in the North (especially during the American Civil War),0,0,1,0
4310,ONE,problem,a state of difficulty that needs to be resolved,0,0,1,0
4311,ONE,acorn,fruit of the oak tree: a smooth thin-walled nut in a woody cup-shaped base,0,0,1,0
4312,ONE,cutlery,a cutting implement; a tool for cutting,0,0,1,0
4313,ONE,ambitious,having a strong desire for success or achievement,0,0,1,0
4314,ONE,monumental,relating or belonging to or serving as a monument,0,0,1,0
4315,ONE,basilisk,(classical mythology) a serpent (or lizard or dragon) able to kill with its breath or glance,0,0,1,0
4316,ONE,Unnamed,being or having an unknown or unnamed source,0,0,1,0
4317,TWO,Unnamed,being or having an unknown or unnamed source,0,0,1,0
4318,THREE,Unnamed,being or having an unknown or unnamed source,0,0,1,0
4319,TWO,gallop,a fast gait of a horse; a two-beat stride during which all four legs are off the ground simultaneously,0,0,1,1
4320,TWO,luggage,cases used to carry belongings when traveling,0,0,1,1
4321,TWO,pulse,(electronics) a sharp transient wave in the normal electrical state (or a series of such transients),0,0,1,1
4322,TWO,utensils,an implement for practical use (especially in a household),0,0,1,1
4323,TWO,wily,marked by skill in deception,0,0,1,1
4324,TWO,gabled,(of a roof) constructed with a single slope on each side of the ridge supported at the end by a gable or vertical triangular portion of an end wall,0,0,1,1
4325,TWO,dinosaur,any of numerous extinct terrestrial reptiles of the Mesozoic era,0,0,1,1
4326,TWO,ramparts,an embankment built around a space for defensive purposes,0,0,1,1
4327,TWO,cottage,a small house with a single story,0,0,1,1
4328,TWO,depot,station where transport vehicles load or unload passengers or goods,0,0,1,1
4329,TWO,rookie,an awkward and inexperienced youth,0,0,1,1
4330,TWO,settle,a long wooden bench with a back,0,0,1,1
4331,TWO,brought,take something or somebody with oneself somewhere,0,0,1,1
4332,TWO,vinyl,a univalent chemical radical derived from ethylene,0,0,1,1
4333,TWO,garland,United States singer and film actress (1922-1969),0,0,1,1
4334,TWO,incident,a single distinct event,0,0,1,1
4335,TWO,transparencies,permitting the free passage of electromagnetic radiation,0,0,1,1
4336,TWO,somber,lacking brightness or color; dull,0,0,1,1
4337,TWO,ancient,a very old person,0,0,1,1
4338,TWO,anemometers,a gauge for recording the speed and direction of wind,0,0,1,1
4339,TWO,gnaw,bite or chew on with the teeth,0,0,1,1
4340,TWO,brambles,any of various rough thorny shrubs or vines,0,0,1,1
4341,TWO,hazmat,an abbreviation for `hazardous material' used on warning signs,0,0,1,1
4342,TWO,sombre,lacking brightness or color; dull,0,0,1,1
4343,TWO,earthquake,shaking and vibration at the surface of the earth resulting from underground movement along a fault plane of from volcanic activity,0,0,1,1
4344,TWO,dainty,something considered choice to eat,0,0,1,1
4345,TWO,comfort,a state of being relaxed and feeling no pain,0,0,1,1
4346,TWO,trifecta,Undefined,0,0,1,1
4347,TWO,Antarctic,the region around the south pole: Antarctica and surrounding waters,0,0,1,1
4348,TWO,tampered,"play around with or alter or falsify, usually secretively or dishonestly",0,0,1,1
4349,TWO,tapestry,something that resembles a tapestry in its complex pictorial designs,0,0,1,1
4350,TWO,buckle,fastener that fastens together two ends of a belt or strap; often has loose prong,0,0,1,1
4351,TWO,caroling,singing joyful religious songs (especially at Christmas),0,0,1,1
4352,TWO,shingle,building material used as siding or roofing,0,0,1,1
4353,TWO,perfume,a distinctive odor that is pleasant,0,0,1,1
4354,TWO,loyal,steadfast in allegiance or duty,0,0,1,1
4355,TWO,delivery,the act of delivering or distributing something (as goods or mail),0,0,1,1
4356,TWO,vividly,in a vivid manner,0,0,1,1
4357,TWO,carolling,sing carols,0,0,1,1
4358,TWO,mason,American Revolutionary leader from Virginia whose objections led to the drafting of the Bill of Rights (1725-1792),0,0,1,1
4359,TWO,plaiting,make by braiding or interlacing,0,0,1,1
4360,TWO,remarkable,unusual or striking,0,0,1,1
4361,TWO,attagirl,Undefined,0,0,1,1
4362,TWO,briny,any very large body of (salt) water,0,0,1,1
4363,TWO,foolishness,the trait of acting stupidly or rashly,0,0,1,1
4364,TWO,avoid,stay clear from; keep away from; keep out of the way of someone or something,0,0,1,1
4365,TWO,writers,writes (books or stories or articles or the like) professionally (for pay),0,0,1,1
4366,TWO,joists,beam used to support floors or roofs,0,0,1,1
4367,TWO,salamanders,any of various typically terrestrial amphibians that resemble lizards and that return to water only to breed,0,0,1,1
4368,TWO,pavement,the paved surface of a thoroughfare,0,0,1,1
4369,TWO,constellation,an arrangement of parts or elements,0,0,1,1
4370,TWO,static,a crackling or hissing noise caused by electrical interference,0,0,1,1
4371,TWO,series,similar things placed in order or happening one after another,0,0,1,1
4372,TWO,scrambling,to move hurriedly,0,0,1,1
4373,TWO,disembark,go ashore,0,0,1,1
4374,TWO,garnet,any of a group of hard glassy minerals (silicates of various metals) used as gemstones and as an abrasive,0,0,1,1
4375,TWO,sundering,"break apart or in two, using violence",0,0,1,1
4376,TWO,samples,a small part of something intended as representative of the whole,0,0,1,1
4377,TWO,audience,a gathering of spectators or listeners at a (usually public) performance,0,0,1,1
4378,TWO,inspector,a high ranking police officer,0,0,1,1
4379,TWO,usual,occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure,0,0,1,1
4380,TWO,furrow,a long shallow trench in the ground (especially one made by a plow),0,0,1,1
4381,TWO,juncture,an event that occurs at a critical time,0,0,1,1
4382,TWO,modern,a contemporary person,0,0,1,1
4383,TWO,insubstantial,lacking material form or substance; unreal,0,0,1,1
4384,TWO,distressed,"bring into difficulties or distress, especially financial hardship",0,0,1,1
4385,TWO,challenge,a demanding or stimulating situation,0,0,1,1
4386,TWO,sprawl,an aggregation or continuous network of urban communities,0,0,1,1
4387,TWO,exploits,a notable achievement,0,0,1,1
4388,TWO,chalk,a soft whitish calcite,0,0,1,1
4389,TWO,staggered,walk as if unable to control one's movements,0,0,1,1
4390,TWO,smudge,a smoky fire to drive away insects,0,0,1,1
4391,TWO,cahoots,collusion,0,0,1,1
4392,TWO,museum,a depository for collecting and displaying objects having scientific or historical or artistic value,0,0,1,1
4393,TWO,rabble-rouser,a political leader who seeks support by appealing to popular passions and prejudices,0,0,1,1
4394,TWO,concentrate,the desired mineral that is left after impurities have been removed from mined ore,0,0,1,1
4395,TWO,assistance,the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose,0,0,1,1
4396,TWO,throttle,a valve that regulates the supply of fuel to the engine,0,0,1,1
4397,TWO,oozing,the process of seeping,0,0,1,1
4398,TWO,wren,English architect who designed more than fifty London churches (1632-1723),0,0,1,1
4399,TWO,profound,showing intellectual penetration or emotional depth,0,0,1,1
4400,TWO,proud,feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride,0,0,1,1
4401,TWO,sanitized,make sanitary by cleaning or sterilizing,0,0,1,1
4402,TWO,perfection,the state of being without a flaw or defect,0,0,1,1
4403,TWO,Mars,a small reddish planet that is the 4th from the sun and is periodically visible to the naked eye; minerals rich in iron cover its surface and are responsible for its characteristic color,0,0,1,1
4404,TWO,legend,a story about mythical or supernatural beings or events,0,0,1,1
4405,TWO,wreath,flower arrangement consisting of a circular band of foliage or flowers for ornamental purposes,0,0,1,1
4406,TWO,expiration,a coming to an end of a contract period,0,0,1,1
4407,TWO,diminished,"decrease in size, extent, or range",0,0,1,1
4408,TWO,capable,(usually followed by `of') having capacity or ability,0,0,1,1
4409,TWO,pelican,large long-winged warm-water seabird having a large bill with a distensible pouch for fish,0,0,1,1
4410,TWO,transistor,a semiconductor device capable of amplification,0,0,1,1
4411,TWO,profile,an analysis (often in graphical form) representing the extent to which something exhibits various characteristics,0,0,1,1
4412,TWO,batteries,group of guns or missile launchers operated together at one place,0,0,1,1
4413,TWO,organist,a person who plays an organ,0,0,1,1
4414,TWO,gadgets,a device or control that is very useful for a particular job,0,0,1,1
4415,TWO,drastic,forceful and extreme and rigorous,0,0,1,1
4416,TWO,amplify,"increase in size, volume or significance",0,0,1,1
4417,TWO,untoward,not in keeping with accepted standards of what is right or proper in polite society,0,0,1,1
4418,TWO,centuries,a period of 100 years,0,0,1,1
4419,TWO,operator,(mathematics) a symbol or function representing a mathematical operation,0,0,1,1
4420,TWO,channel,a path over which electrical signals can pass,0,0,1,1
4421,TWO,yoga,Hindu discipline aimed at training the consciousness for a state of perfect spiritual insight and tranquility that is achieved through the three paths of actions and knowledge and devotion,0,0,1,1
4422,TWO,security,the state of being free from danger or injury,0,0,1,1
4423,TWO,memorial,a recognition of meritorious service,0,0,1,1
4424,TWO,differed,be different,0,0,1,1
4425,TWO,Louisiana,a state in southern United States on the Gulf of Mexico; one of the Confederate states during the American Civil War,0,0,1,1
4426,TWO,chisel,an edge tool with a flat steel blade with a cutting edge,0,0,1,1
4427,TWO,burlap,coarse jute fabric,0,0,1,1
4428,TWO,refrain,the part of a song where a soloist is joined by a group of singers,0,0,1,1
4429,TWO,industrial,of or relating to or resulting from industry,0,0,1,1
4430,TWO,fearsome,causing fear or dread or terror,0,0,1,1
4431,TWO,perpetual,continuing forever or indefinitely,0,0,1,1
4432,TWO,chimney,a vertical flue that provides a path through which smoke from a fire is carried away through the wall or roof of a building,0,0,1,1
4433,TWO,blazer,lightweight single-breasted jacket; often striped in the colors of a club or school,0,0,1,1
4434,TWO,tactics,the branch of military science dealing with detailed maneuvers to achieve objectives set by strategy,0,0,1,1
4435,TWO,barrier,a structure or object that impedes free movement,0,0,1,1
4436,TWO,fiercest,marked by extreme and violent energy,0,0,1,1
4437,TWO,blustery,blowing in violent and abrupt bursts,0,0,1,1
4438,TWO,minnow,very small European freshwater fish common in gravelly streams,0,0,1,1
4439,TWO,trombone,a brass instrument consisting of a long tube whose length can be varied by a U-shaped slide,0,0,1,1
4440,TWO,shepherd,a clergyman who watches over a group of people,0,0,1,1
4441,TWO,gratingly,in a harsh and grating manner,0,0,1,1
4442,TWO,residence,any address at which you dwell more than temporarily,0,0,1,1
4443,TWO,molars,grinding tooth with a broad crown; located behind the premolars,0,0,1,1
4444,TWO,domain,a particular environment or walk of life,0,0,1,1
4445,TWO,trembling,a shaky motion,0,0,1,1
4446,TWO,Angus,Celtic god of love and beauty; patron deity of young men and women,0,0,1,1
4447,TWO,brayed,braying characteristic of donkeys,0,0,1,1
4448,TWO,abated,make less active or intense,0,0,1,1
4449,TWO,arrange,put into a proper or systematic order,0,0,1,1
4450,TWO,shuffle,the act of mixing cards haphazardly,0,0,1,1
4451,TWO,calmed,make calm or still,0,0,1,1
4452,TWO,mulish,unreasonably rigid in the face of argument or entreaty or attack,0,0,1,1
4453,TWO,Harlem,a district of Manhattan; now largely a Black ghetto,0,0,1,1
4454,TWO,scattering,a small number (of something) dispersed haphazardly,0,0,1,1
4455,TWO,dissolved,become weaker,0,0,1,1
4456,TWO,carpenter,a woodworker who makes or repairs wooden objects,0,0,1,1
4457,TWO,police,the force of policemen and officers,0,0,1,1
4458,TWO,rivalry,the act of competing as for profit or a prize,0,0,1,1
4459,TWO,messenger,a person who carries a message,0,0,1,1
4460,TWO,toppled,"fall down, as if collapsing",0,0,1,1
4461,TWO,extremely,to a high degree or extent; favorably or with much respect,0,0,1,1
4462,TWO,pruners,a worker who thins out and trims trees and shrubs,0,0,1,1
4463,TWO,certain,definite but not specified or identified,0,0,1,1
4464,TWO,siblings,a person's brother or sister,0,0,1,1
4465,TWO,beacons,a fire (usually on a hill or tower) that can be seen from a distance,0,0,1,1
4466,TWO,vane,mechanical device attached to an elevated structure; rotates freely to show the direction of the wind,0,0,1,1
4467,TWO,plastic,generic name for certain synthetic or semisynthetic materials that can be molded or extruded into objects or films or filaments or used for making e.g. coatings and adhesives,0,0,1,1
4468,TWO,parcel,a wrapped container,0,0,1,1
4469,TWO,barograph,a recording barometer; automatically records on paper the variations in atmospheric pressure,0,0,1,1
